2026-04-04 18:39:13.631 [main] INFO  [id=7883b00d-011b-4cc3-b745-d7636d78de57] edu.itmo.piikt.server.MainServer - [MainServer] Starting server...
2026-04-04 18:39:13.634 [main] INFO  [id=7883b00d-011b-4cc3-b745-d7636d78de57] e.i.p.server.saveManager.CSVParser - [CSVParser] CSVParser initialized, file: workers.csv
2026-04-04 18:39:13.634 [main] INFO  [id=41ae434d-bcc4-420e-8661-5a80e837f59c] e.i.p.server.saveManager.CSVParser - [CSVParser] Reading file: workers.csv
2026-04-04 18:39:13.716 [main] INFO  [id=41ae434d-bcc4-420e-8661-5a80e837f59c] e.i.p.server.saveManager.CSVParser - [CSVParser] Loaded 17 workers from file
2026-04-04 18:39:13.717 [main] INFO  [id=7883b00d-011b-4cc3-b745-d7636d78de57] edu.itmo.piikt.server.MainServer - [MainServer] Data loaded from file
2026-04-04 18:39:13.722 [main] INFO  [id=9afe8f12-aa5b-4b9c-b096-e77e263e9fad] e.itmo.piikt.server.netWork.NetWork - [NetWork] Starting server on port 6668
2026-04-04 18:39:13.729 [main] INFO  [id=9afe8f12-aa5b-4b9c-b096-e77e263e9fad] e.itmo.piikt.server.netWork.NetWork - [NetWork] Server started successfully
2026-04-04 18:39:38.591 [main] INFO  [id=f250cf82-7df2-40d6-848e-3d68167b4b27] e.itmo.piikt.server.netWork.Connect - [Connect] New client connected: /127.0.0.1:58564
2026-04-04 18:39:47.780 [main] INFO  [id=9847f408-4c52-4f54-8ddd-ac303c22af18] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: help
2026-04-04 18:39:47.781 [main] INFO  [id=a87fb099-4fee-4ad6-a734-d31489bafbb7] e.i.p.s.c.modelCommand.HelpCommand - [HelpCommand] Executing HELP command
2026-04-04 18:40:03.654 [main] INFO  [id=6e6f140d-1a1e-4024-924c-965e613bd75f] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: help
2026-04-04 18:40:03.655 [main] INFO  [id=e41dd4ea-b1f5-4aef-a02c-0b69b61ef3fb] e.i.p.s.c.modelCommand.HelpCommand - [HelpCommand] Executing HELP command
2026-04-04 18:40:03.659 [main] INFO  [id=d7642fea-e005-4f47-a3fd-63ac896ddd39] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: info
2026-04-04 18:40:03.660 [main] INFO  [id=ab0df8f9-6b63-4348-a15a-9deab3581775] e.i.p.s.c.modelCommand.InfoCommand - [InfoCommand] Executing INFO command
2026-04-04 18:40:03.673 [main] INFO  [id=95ab53f0-82ed-4733-ab7c-259f77b30c9b] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: help
2026-04-04 18:40:03.674 [main] INFO  [id=87518e05-0866-4edb-9290-f03c8e0458c2] e.i.p.s.c.modelCommand.HelpCommand - [HelpCommand] Executing HELP command
2026-04-04 18:40:03.675 [main] INFO  [id=1692b291-1a9d-4a5f-916b-64e2b463ab6e] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: info
2026-04-04 18:40:03.675 [main] INFO  [id=166d4235-526e-4ada-9a02-9d0b6d68fa37] e.i.p.s.c.modelCommand.InfoCommand - [InfoCommand] Executing INFO command
2026-04-04 18:40:03.678 [main] INFO  [id=1bf05494-0e19-4572-a458-c675263f6969] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: help
2026-04-04 18:40:03.678 [main] INFO  [id=f16238c7-e6ad-4276-bfbc-6a59cc0c9ef8] e.i.p.s.c.modelCommand.HelpCommand - [HelpCommand] Executing HELP command
2026-04-04 18:40:03.679 [main] INFO  [id=a2ee1c47-70f2-447d-be4a-bd88fbacf3ae] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: info
2026-04-04 18:40:03.679 [main] INFO  [id=b2eb9d32-f788-4d2a-9639-ce051a6b3284] e.i.p.s.c.modelCommand.InfoCommand - [InfoCommand] Executing INFO command
2026-04-04 18:40:03.682 [main] INFO  [id=f876fa83-3e66-4275-b02d-78560ef3d2c8] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: help
2026-04-04 18:40:03.683 [main] INFO  [id=be0beb3d-3791-4b6e-a14d-6df1b84b6d91] e.i.p.s.c.modelCommand.HelpCommand - [HelpCommand] Executing HELP command
2026-04-04 18:40:03.684 [main] INFO  [id=29397d6d-f1b3-4bbc-a5e2-91242c68f906] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: info
2026-04-04 18:40:03.684 [main] INFO  [id=6bb2b5cc-137f-4c18-b72b-997f681c8059] e.i.p.s.c.modelCommand.InfoCommand - [InfoCommand] Executing INFO command
2026-04-04 18:40:03.686 [main] INFO  [id=9b3064b8-2de5-4e18-a952-bcbcbe994e18] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: help
2026-04-04 18:40:03.686 [main] INFO  [id=db075069-0b25-4cf5-baa3-327659e97e79] e.i.p.s.c.modelCommand.HelpCommand - [HelpCommand] Executing HELP command
2026-04-04 18:40:03.687 [main] INFO  [id=53c5d353-3548-4172-8d60-30741cbae3d3] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: info
2026-04-04 18:40:03.687 [main] INFO  [id=0bdf8b2d-bf6a-429f-b94c-22984bd87561] e.i.p.s.c.modelCommand.InfoCommand - [InfoCommand] Executing INFO command
2026-04-04 18:40:03.689 [main] INFO  [id=454144fb-e3e4-456f-bb56-2e214061d603] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: help
2026-04-04 18:40:03.689 [main] INFO  [id=0f1395ad-48b5-438d-80ae-fa47c3744087] e.i.p.s.c.modelCommand.HelpCommand - [HelpCommand] Executing HELP command
2026-04-04 18:40:03.690 [main] INFO  [id=97f2af0c-ccdf-4db9-ae75-ecb183856613] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: info
2026-04-04 18:40:03.690 [main] INFO  [id=db85ea2d-4616-4749-adc5-6e8780bc5636] e.i.p.s.c.modelCommand.InfoCommand - [InfoCommand] Executing INFO command
2026-04-04 18:40:03.692 [main] INFO  [id=83adc79f-4073-4714-88b0-2e934b83d125] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: help
2026-04-04 18:40:03.692 [main] INFO  [id=8a873e0e-9f23-4b41-8661-de78246038f0] e.i.p.s.c.modelCommand.HelpCommand - [HelpCommand] Executing HELP command
2026-04-04 18:40:03.693 [main] INFO  [id=b3e03879-db1f-48b8-9bcf-506871237f9d] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: info
2026-04-04 18:40:03.693 [main] INFO  [id=36e7d839-229c-452d-8157-f223bb893711] e.i.p.s.c.modelCommand.InfoCommand - [InfoCommand] Executing INFO command
2026-04-04 18:40:03.695 [main] INFO  [id=9a59658e-9ed2-450f-9dd2-8bb419be5c21] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: help
2026-04-04 18:40:03.695 [main] INFO  [id=1f0701ef-f52b-416f-9dcb-1c6c2303bdd7] e.i.p.s.c.modelCommand.HelpCommand - [HelpCommand] Executing HELP command
2026-04-04 18:40:03.696 [main] INFO  [id=9d4d11fa-9088-44ec-a20e-3b96737b40fb] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: info
2026-04-04 18:40:03.696 [main] INFO  [id=f162ae34-6ca4-405b-8e76-750b493b93e1] e.i.p.s.c.modelCommand.InfoCommand - [InfoCommand] Executing INFO command
2026-04-04 18:40:03.698 [main] INFO  [id=261033d7-2895-48cc-9d77-bfad00eaaecf] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: help
2026-04-04 18:40:03.698 [main] INFO  [id=094403c2-5440-427c-bb01-ff8aaca26255] e.i.p.s.c.modelCommand.HelpCommand - [HelpCommand] Executing HELP command
2026-04-04 18:40:03.698 [main] INFO  [id=4fe5cb69-c542-4f37-8dad-ad235ce0e11b] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: info
2026-04-04 18:40:03.699 [main] INFO  [id=685c8219-1df1-4a1f-a0d1-7bf70dcd1f53] e.i.p.s.c.modelCommand.InfoCommand - [InfoCommand] Executing INFO command
2026-04-04 18:40:03.700 [main] INFO  [id=ff907e17-faeb-4328-bac9-28bc4f3dc5c6] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: help
2026-04-04 18:40:03.700 [main] INFO  [id=d0cd4806-818b-4bdf-9d19-ac922bb5f6b0] e.i.p.s.c.modelCommand.HelpCommand - [HelpCommand] Executing HELP command
2026-04-04 18:40:03.701 [main] INFO  [id=6956b8e7-05ae-4478-a7da-538a1d3cde80] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: info
2026-04-04 18:40:03.701 [main] INFO  [id=1fdd970e-28a6-471b-90df-d18d300df9e4] e.i.p.s.c.modelCommand.InfoCommand - [InfoCommand] Executing INFO command
2026-04-04 18:40:03.702 [main] INFO  [id=e23d341f-ace1-4683-ab14-4a82ab280ee8] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: help
2026-04-04 18:40:03.702 [main] INFO  [id=1625f8a3-9368-4b0e-81f0-6be324419f78] e.i.p.s.c.modelCommand.HelpCommand - [HelpCommand] Executing HELP command
2026-04-04 18:40:03.702 [main] INFO  [id=8f1abdaf-7767-4af7-b892-8282944a67fa] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: info
2026-04-04 18:40:03.703 [main] INFO  [id=dc02e50c-0d12-4374-8c88-af2b6dc12ffa] e.i.p.s.c.modelCommand.InfoCommand - [InfoCommand] Executing INFO command
2026-04-04 18:40:03.704 [main] INFO  [id=d9af0c73-69ae-4779-a95c-612c75fca12b] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: help
2026-04-04 18:40:03.704 [main] INFO  [id=e4576fb2-5bc8-4161-b784-d780202f4cd9] e.i.p.s.c.modelCommand.HelpCommand - [HelpCommand] Executing HELP command
2026-04-04 18:40:03.706 [main] INFO  [id=2a55d2e0-056c-4ebf-a5a6-58eb55b4ef4e] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: info
2026-04-04 18:40:03.706 [main] INFO  [id=b3cc1412-0774-4e89-a283-8c1ab9add548] e.i.p.s.c.modelCommand.InfoCommand - [InfoCommand] Executing INFO command
2026-04-04 18:40:03.707 [main] INFO  [id=15e8b4cb-4be7-486f-af87-dd64706de3ad] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: help
2026-04-04 18:40:03.707 [main] INFO  [id=66c5ae84-18e4-4c0c-a8a1-9e6c6b845ed6] e.i.p.s.c.modelCommand.HelpCommand - [HelpCommand] Executing HELP command
2026-04-04 18:40:03.708 [main] INFO  [id=0463305a-9a11-42c9-9de6-bf3d7b40ca8f] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: info
2026-04-04 18:40:03.708 [main] INFO  [id=3e940595-0e39-46f0-86c8-79d4f9333128] e.i.p.s.c.modelCommand.InfoCommand - [InfoCommand] Executing INFO command
2026-04-04 18:40:03.709 [main] INFO  [id=faaf1660-413f-4fbb-b138-9d5d96b2a88d] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: help
2026-04-04 18:40:03.709 [main] INFO  [id=1dfd545e-fca5-4f0c-a50e-174d01b38bbb] e.i.p.s.c.modelCommand.HelpCommand - [HelpCommand] Executing HELP command
2026-04-04 18:40:03.710 [main] INFO  [id=e9265903-3481-4c4d-b908-d0a909c333ae] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: info
2026-04-04 18:40:03.710 [main] INFO  [id=64d3d064-d448-49af-a110-d08620047ca2] e.i.p.s.c.modelCommand.InfoCommand - [InfoCommand] Executing INFO command
2026-04-04 18:40:03.711 [main] INFO  [id=7c5f38c0-2781-40a2-a26d-83b59b09ce13] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: help
2026-04-04 18:40:03.711 [main] INFO  [id=e0f93dee-b101-4a3e-9182-9f69c6c534b4] e.i.p.s.c.modelCommand.HelpCommand - [HelpCommand] Executing HELP command
2026-04-04 18:40:03.711 [main] INFO  [id=33a86869-46a5-4183-85a3-d1a9d5bcb269] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: info
2026-04-04 18:40:03.711 [main] INFO  [id=af4aabf5-e41c-4ca2-833f-13d879de4c5f] e.i.p.s.c.modelCommand.InfoCommand - [InfoCommand] Executing INFO command
2026-04-04 18:40:03.713 [main] INFO  [id=1e2814ee-a0a4-4852-bbf6-d204faa4d2d2] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: help
2026-04-04 18:40:03.713 [main] INFO  [id=d11c7a0e-0d11-4f7a-9047-6f2d3bfd7533] e.i.p.s.c.modelCommand.HelpCommand - [HelpCommand] Executing HELP command
2026-04-04 18:40:03.714 [main] INFO  [id=516e845b-8cc4-4816-951c-fa6bcb0b2ff7] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: info
2026-04-04 18:40:03.714 [main] INFO  [id=90905801-8ac1-4754-b325-feecb8b31a1f] e.i.p.s.c.modelCommand.InfoCommand - [InfoCommand] Executing INFO command
2026-04-04 18:40:03.715 [main] INFO  [id=032771f1-2708-4f94-8234-efbf7775138c] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: help
2026-04-04 18:40:03.715 [main] INFO  [id=8167effe-76db-45e0-9e66-e129dabd822a] e.i.p.s.c.modelCommand.HelpCommand - [HelpCommand] Executing HELP command
2026-04-04 18:40:03.716 [main] INFO  [id=189cdc4c-da50-4352-aaaa-95cb4e21b457] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: info
2026-04-04 18:40:03.716 [main] INFO  [id=41dda4d2-ba4a-4378-88a6-ad90efd765f1] e.i.p.s.c.modelCommand.InfoCommand - [InfoCommand] Executing INFO command
2026-04-04 18:40:03.717 [main] INFO  [id=f36a117e-71a0-40c4-acbc-7c96a694187f] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: help
2026-04-04 18:40:03.717 [main] INFO  [id=1cfcd076-6bdf-4972-9914-3008c1b14edd] e.i.p.s.c.modelCommand.HelpCommand - [HelpCommand] Executing HELP command
2026-04-04 18:40:03.717 [main] INFO  [id=ae463863-9979-4631-9277-9fd52c9aca44] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: info
2026-04-04 18:40:03.718 [main] INFO  [id=80893c9f-b178-4c64-9492-a0e95d69b52b] e.i.p.s.c.modelCommand.InfoCommand - [InfoCommand] Executing INFO command
2026-04-04 18:40:03.718 [main] INFO  [id=5408fa53-17f3-4a5d-931a-f786677210f4] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: help
2026-04-04 18:40:03.719 [main] INFO  [id=5b9a3bcb-ec68-4f5e-beff-62201f9a32c7] e.i.p.s.c.modelCommand.HelpCommand - [HelpCommand] Executing HELP command
2026-04-04 18:40:03.719 [main] INFO  [id=3dafb4d1-c87d-4c4f-b892-4eba81dd285c] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: info
2026-04-04 18:40:03.719 [main] INFO  [id=483a7ac6-7761-4098-8a48-c17166528437] e.i.p.s.c.modelCommand.InfoCommand - [InfoCommand] Executing INFO command
2026-04-04 18:40:03.720 [main] INFO  [id=d96ac3a9-9e88-4fca-87c6-6c2678822e45] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: help
2026-04-04 18:40:03.720 [main] INFO  [id=2a22bd2e-b3a9-4d20-85c1-79242640ea3d] e.i.p.s.c.modelCommand.HelpCommand - [HelpCommand] Executing HELP command
2026-04-04 18:40:03.722 [main] INFO  [id=f5b8815e-85c7-45fc-afd6-09c6abbb1e9d] e.i.p.server.dispatcher.Dispatcher - [Dispatcher] Executing command: info
2026-04-04 18:40:03.722 [main] INFO  [id=9079acd7-8032-4b24-8619-cd9da3fda61d] e.i.p.s.c.modelCommand.InfoCommand - [InfoCommand] Executing INFO command
